"russian_name","foreign_name","href","director","country","country2","year","duration","duration2","announced_name","announced_features"
"ПЛАТЬЕ","DE JURK","http://www.kinohorosho.ru/node/341","Алекс Ван Вармердам","Нидерланды","not mixed",1996,103,"not short","ПЛАТЬЕ /DE JURK","Нидерланды, 1996, 103 мин."
"ПО ТУ СТОРОНУ БОСФОРА: ЗВУЧАНИЕ СТАМБУЛА","CROSSING THE BRIDGE: THE SOUND OF ISTAMBUL","http://www.kinohorosho.ru/node/486","Фатих Акин","Германия-Турция","mixed",2005,90,"not short","ПО ТУ СТОРОНУ БОСФОРА: ЗВУЧАНИЕ СТАМБУЛА / CROSSING THE BRIDGE: THE SOUND OF ISTAMBUL ","Германия-Турция, 2005, 90 мин."
"ПОЛЕТ КРАСНОГО ШАРА","LE VOYAGE DU BALLON ROUGE","http://www.kinohorosho.ru/node/342","Хоу Сяо-Сянь","Франция","not mixed",2007,113,"not short","ПОЛЕТ КРАСНОГО ШАРА / LE VOYAGE DU BALLON ROUGE","Франция, 2007, 113 мин."
"ПОЛЕТ НАД ГНЕЗДОМ КУКУШКИ","ONE FLEW OVER THE CUCKOO'S NEST","http://www.kinohorosho.ru/node/343","Милош Форман","США","not mixed",1975,133,"not short","ПОЛЕТ НАД ГНЕЗДОМ КУКУШКИ/                     ONE FLEW OVER THE CUCKOO'S NEST","США, 1975, 133 мин."
"ПОМНИТЬ О ХОРОШЕМ","SE SOUVENIR DES BELLES CHOSES","http://www.kinohorosho.ru/node/344","Забу Брейтман","Франция","not mixed",2002,110,"not short","Помнить                      о хорошем / Se souvenir des belles choses","Франция, 2002, 110 мин."
"ПОХОРОНЫ","THE FUNERAL","http://www.kinohorosho.ru/node/345","Арьян Каганоф (Ян Керкхоф)","Нидерланды-ЮАР-Япония-Германия","mixed",1999,36,"short","ПОХОРОНЫ                      / THE FUNERAL","Нидерланды-ЮАР-Япония-Германия, 1999, 36 мин."
"ПРИКЛЮЧЕНИЯ ПИКАССО","PICASSOS AVENTYR","http://www.kinohorosho.ru/node/347","Таге Даниэльссон","Швеция","not mixed",1978,109,"not short","ПРИКЛЮЧЕНИЯ ПИКАССО/PICASSOS AVENTYR","Швеция, 1978, 109 мин."
"ПРИЧАЛИТЬ К ПРИСТАНИ","ATT ANGORA EN BRYGGA","http://www.kinohorosho.ru/node/348","Таге Даниэльссон","Швеция","not mixed",1965,97,"not short","ПРИЧАЛИТЬ К ПРИСТАНИ/ ATT ANGORA EN BRYGGA","Швеция, 1965, 97 мин."
"РЕБЯЧЕСТВО","ENFANTILLAGE","http://www.kinohorosho.ru/node/547","Вийайа Кумар Арумугам","Франция","not mixed",2003,90,"not short","РЕБЯЧЕСТВО / ENFANTILLAGE ","Франция, 2003, 90 мин."
"РОЖДЕНИЕ ЛЮБВИ","LA NAISSANCE DE L'AMOUR","http://www.kinohorosho.ru/node/353","Филипп Гаррель","Франция","not mixed",1993,90,"not short","РОЖДЕНИЕ ЛЮБВИ /  LA NAISSANCE DE L'AMOUR","Франция, 1993, 90 мин."
"САНСАРА","SAMSARA","http://www.kinohorosho.ru/node/552","Пан Налин","Германия-Франция-Италия-Индия","mixed",2001,140,"not short","САНСАРА / SAMSARA","Германия-Франция-Италия-Индия, 2001, 140 мин."
"САРАБАНДА","SARABAND","http://www.kinohorosho.ru/node/355","Ингмар Бергман","Швеция","not mixed",2003,120,"not short","САРАБАНДА / SARABAND","Швеция, 2003, 120 мин."
"СВЕТ ЖИВЕТ СО МНОЙ","LJUSET HALLER MIG SALLSKAP","http://www.kinohorosho.ru/node/356","Карл-Густаф Нюквист","Швеция","not mixed",2000,75,"not short","СВЕТ ЖИВЕТ СО МНОЙ / LJUSET                      HALLER MIG SALLSKAP","Швеция, 2000, 75 мин."
"СЕВЕРЯНЕ","DER NOORDELINGEN","http://www.kinohorosho.ru/node/359","Алекс Ван Вармердам","Нидерланды","not mixed",1992,118,"not short","СЕВЕРЯНЕ / DER NOORDELINGEN","Нидерланды, 1992, 118 мин."
"СЕМНАДЦАТЬ РАЗ СЕСИЛЬ КАССАР","17 FOIS CECILE CASSARD","http://www.kinohorosho.ru/node/360","Кристоф Оноре","Франция","not mixed",2002,105,"not short","Семнадцать                      раз Сесиль Кассар / 17 Fois Cecile Cassard","Франция, 2002, 105 мин."
"СЕСТРЫ В ССОРЕ","LES SOEURS FACHEES","http://www.kinohorosho.ru/node/362","Александра Леклер","Франция","not mixed",2005,96,"not short","СЕСТРЫ В ССОРЕ/                     LES SOEURS FACHEES","Франция, 2005, 96 мин."
"СИНДБАД","SZINDBADI","http://www.kinohorosho.ru/node/622","Золтан Хусарик","Венгрия","not mixed",1971,90,"not short","СИНДБАД / SZINDBADI","Венгрия, 1971, 90 мин."
"СКАЗКИ ТУМАННОЙ ЛУНЫ ПОСЛЕ ДОЖДЯ","UGETSU MONOGATARI","http://www.kinohorosho.ru/node/502","Кэндзи Мидзогути","Япония","not mixed",1953,96,"not short","СКАЗКИ ТУМАННОЙ ЛУНЫ ПОСЛЕ ДОЖДЯ / UGETSU MONOGATARI","Япония, 1953, 96 мин."
"СКРЫТОЕ","CACH","http://www.kinohorosho.ru/node/364","Михаэль Ханеке","Австрия-Франция-Германия-Италия","mixed",2005,117,"not short","СКРЫТОЕ / CACH","Австрия-Франция-Германия-Италия, 2005, 117 мин."
"СТРАНА ПРИЛИВОВ","THE TIDELAND","http://www.kinohorosho.ru/node/369","Терри Гиллиам","Канада-Великобритания","mixed",2005,122,"not short","СТРАНА ПРИЛИВОВ / THE TIDELAND","Канада-Великобритания, 2005, 122 мин."
"ТЕОРЕМА","ТЕОRЕМА","http://www.kinohorosho.ru/node/372","Пьер Паоло Пазолини","Италия","not mixed",1968,94,"not short","ТЕОРЕМА /ТЕОRЕМА","Италия, 1968, 94 мин."
"ТРИ МОГИЛЫ","THE THREE BURIALS OF MELQUIADES ESTRADA","http://www.kinohorosho.ru/node/377","Томми Ли Джонс","США-Франция","mixed",2005,121,"not short","ТРИ МОГИЛЫ / THE THREE BURIALS                      OF MELQUIADES ESTRADA","США-Франция, 2005, 121 мин."
"ТРИЛОГИЯ ЖИЗНИ. ДЕКАМЕРОН","IL DECAMERON","http://www.kinohorosho.ru/node/374","Пьер Паоло Пазолини","Италия-Франция-Германия","mixed",1971,107,"not short","ТРИЛОГИЯ ЖИЗНИ. ДЕКАМЕРОН / IL DECAMERON","Италия-Франция-Германия, 1971, 107 мин."
"ФРАНЦИЯ","LA FRANCE","http://www.kinohorosho.ru/node/383","Серж Бозон","Франция","not mixed",2007,102,"not short","ФРАНЦИЯ/LA FRANCE","Франция, 2007, 102 мин."
"ЧЕРНЫЕ КОШКИ В БАМБУКОВЫХ ЗАРОСЛЯХ","YABU NO NAKA NO KURONEKO","http://www.kinohorosho.ru/node/505","Канэто Синдо","Япония","not mixed",1968,95,"not short","ЧЕРНЫЕ КОШКИ В БАМБУКОВЫХ ЗАРОСЛЯХ / YABU NO NAKA NO KURONEKO","Япония, 1968, 95 мин."
"ЧЁРНЫЙ ОРФЕЙ","ORFEU NEGRO","http://www.kinohorosho.ru/node/395","Марсель Камю","Бразилия-Италия-Франция","mixed",1959,107,"not short","ЧЁРНЫЙ ОРФЕЙ/ORFEU NEGRO","Бразилия-Италия-Франция, 1959, 107 мин."
"ЧТИЦА","LA LECTRICE","http://www.kinohorosho.ru/node/396","Мишель Девиль","Франция","not mixed",1998,98,"not short","ЧТИЦА / LA LECTRICE","Франция, 1998, 98 мин."
"НЕЗНАКОМЦЫ В ПОЕЗДЕ","STRANGERS ON A TRAIN","http://www.kinohorosho.ru/node/325","Альфред Хичкок","США","not mixed",1951,101,"not short","Незнакомцы                      в поезде / Strangers on a Train","США, 101 мин."
"СПАСИТЕЛЬ ПТИЦ, ОБЛАКА И ВЕТЕР","MADARSZABADITO, FELHO, SZEL","http://www.kinohorosho.ru/node/367","Иштван “Таикьо” Саладьяк","Венгрия","not mixed",2006,93,"not short","СПАСИТЕЛЬ ПТИЦ, ОБЛАКА И ВЕТЕР / MADARSZABADITO, FELHO, SZEL"," Венгрия, 2006"
"СЕНСАЦИЯ","SCOOP","http://www.kinohorosho.ru/node/361","Вуди Аллен","Великобритания-США","mixed",2006,96,"not short","СЕНСАЦИЯ / SCOOP","Великобритания, США, 2006, 96 мин."
"ХРЕБЕТ ДЬЯВОЛА","EL ESPINAZO DEL DIABLO","http://www.kinohorosho.ru/node/386","Гильермо Дель Торо","Испания-Мексика","mixed",2001,106,"not short","ХРЕБЕТ ДЬЯВОЛА/                     EL ESPINAZO DEL DIABLO","Испания, Мексика, 2001, 106 мин."
"ДЖЕРРИ","GERRY","http://www.kinohorosho.ru/node/271","Гас Ван Сент","США-Аргентина-Иордания","mixed",2002,103,"not short","ДЖЕРРИ/                     GERRY","США, Аргентина, Иордания, 2002, 103 мин."
"КРОВАВО-КРАСНЫЙ","PROFUNDO CARMESI","http://www.kinohorosho.ru/node/302","Артуро Рипштейн","Франция-Испания-Мексика","mixed",1996,115,"not short","КРОВАВО-КРАСНЫЙ / PROFUNDO CARMESI","Франция, Испания, Мексика, 1996, 115 мин."
"МАТЧ ПОЙНТ","MATCH POINT","http://www.kinohorosho.ru/node/315","Вуди Аллен","Великобритания-США-Люксембург","mixed",2005,124,"not short","МАТЧ ПОЙНТ / MATCH POINT","Великобритания, США, Люксембург, 2005, 124 мин."
"АЛИСА","NECO Z ALENKI","http://www.kinohorosho.ru/node/238","Ян Шванкмайер","Чехословакия-Швейцария-Великобритания-Западная Германия","mixed",1988,85,"not short","АЛИСА / NECO Z ALENKI","Чехословакия, Швейцария, Великобритания, Западная Германия, 1988, 85 мин."
"ЦВЕТЕНИЕ САКУРЫ","KIRSCHBLUTEN - HANAMI","http://www.kinohorosho.ru/node/514","Дорис Дёрри","Германия","not mixed",2008,127,"not short","ЦВЕТЕНИЕ САКУРЫ / KIRSCHBLUTEN - HANAMI",", 2008, 127 мин."
"ЦВЕТОК ЗЛА","LA FLOR DEL MAL","http://www.kinohorosho.ru/node/35","Клод Шаброль","Франция","not mixed",2003,104,"not short","ЦВЕТОК ЗЛА / La Flor del Mal ",", 2003, 104 мин."
"ШАЛЬНЫЕ ДЕНЬГИ","SNABBA CASH","http://www.kinohorosho.ru/node/615","Даниэль Эспиноса","Швеция-Германия-Дания-Франция","mixed",2010,124,"not short","ШАЛЬНЫЕ ДЕНЬГИ / SNABBA CASH",", 2010, 124 мин."
"ШВЕДСКАЯ ИСТОРИЯ ЛЮБВИ","EN KARLEKSHISTORIA","http://www.kinohorosho.ru/node/618","Рой Андерссон","Швеция","not mixed",1970,115,"not short","ШВЕДСКАЯ ИСТОРИЯ ЛЮБВИ / EN KARLEKSHISTORIA",", 1970, 115 мин."
"В ГЛАЗАХ ЖЮЛЬЕТ БИНОШ","JULIETTE BINOCHE DANS LES YEUX","http://www.kinohorosho.ru/node/663","Марион Сталанс","Франция","not mixed",2009,52,"not short","В ГЛАЗАХ ЖЮЛЬЕТ БИНОШ / JULIETTE BINOCHE DANS LES YEUX",", 2009, 52 мин."
"В ДАЛЬ УПЛЫВАЮТ ОБЛАКА","KAUAS PILVET KARKAAVAT","http://www.kinohorosho.ru/node/494","Аки Каурисмяки","Финляндия-Германия-Франция","mixed",1996,96,"not short","В ДАЛЬ УПЛЫВАЮТ ОБЛАКА / KAUAS PILVET KARKAAVAT",", 1996, 96 мин."
"В ИЮЛЕ","IM JULI","http://www.kinohorosho.ru/node/481","Фатих Акин","Германия","not mixed",2000,99,"not short","В ИЮЛЕ / IM JULI",", 2000, 99 мин."
"ЖАРКОЕ ЛЕТО","CA BRULE","http://www.kinohorosho.ru/node/679","Клэр Симон (Claire Simon)","Франция","not mixed",2006,111,"not short","ЖАРКОЕ ЛЕТО / CA BRULE",", 2006, 111 мин."
"ЗАБЫТЬ ШЕЙЕН","OUBLIER CHEYENNE","http://www.kinohorosho.ru/node/677","Валери Минетто (Valerie Minetto)","Франция","not mixed",2005,90,"not short","ЗАБЫТЬ ШЕЙЕН / OUBLIER CHEYENNE",", 2005, 90 мин."
"КАК ВСЕ","COMME LES AUTRES","http://www.kinohorosho.ru/node/656","Венсан Гаран","Франция","not mixed",2008,90,"not short","КАК ВСЕ / COMME LES AUTRES",", 2008, 90 мин."
"КАПИТАН АХАБ","CAPITAINE ACHAB","http://www.kinohorosho.ru/node/655","Филипп Рамос","Швеция-Франия","mixed",2007,100,"not short","КАПИТАН АХАБ / CAPITAINE ACHAB",", 2007, 100 мин."
"НА КРАЮ РАЯ","AUF DER ANDEREN SEITE","http://www.kinohorosho.ru/node/485","Фатих Акин","Германия-Турция-Италия","mixed",2007,122,"not short","НА КРАЮ РАЯ / AUF DER ANDEREN SEITE ",", 2007, 122 мин."
"РАССТРОЕННЫЕ","OS DESAFINADOS","http://www.kinohorosho.ru/node/519","Вальтер Лима Мл","Бразилия","not mixed",2009,128,"not short","РАССТРОЕННЫЕ / OS DESAFINADOS",", 2009, 128 мин."
"САМАЯ СЧАСТЛИВАЯ ДЕВУШКА НА СВЕТЕ","CEA MAI FERICITA FATA DIN LUME","http://www.kinohorosho.ru/node/628","Раду Юде","Румыния-Нидерланды-Франция-Япония","mixed",2009,109,"not short","САМАЯ СЧАСТЛИВАЯ ДЕВУШКА НА СВЕТЕ / CEA MAI FERICITA FATA DIN LUME",", 2009, 109 мин."
"УБИЙЦА С МОНМАРТРА","LE TUEUR DE MONTMARTRE","http://www.kinohorosho.ru/node/662","Борислав Сажтиняк","Франция","not mixed",2007,49,"short","УБИЙЦА С МОНМАРТРА / LE TUEUR DE MONTMARTRE",", 2007, 49 мин."
"ХАМЗА","KHAMSA","http://www.kinohorosho.ru/node/657","Карим Дриди","Франция","not mixed",2008,110,"not short","ХАМЗА / KHAMSA",", 2008, 110 мин."
"ЧАС ИКС","L’HEURE ZERO","http://www.kinohorosho.ru/node/544","Паскаль Тома","Франция","not mixed",2007,107,"not short","ЧАС ИКС / L’HEURE ZERO",", 2007, 107 мин."
"ЧЕЛОВЕК БЕЗ ПРОШЛОГО","MIES VAILLA MENNEISYYTTÄ","http://www.kinohorosho.ru/node/493","Аки Каурисмяки","Финляндия-Германия-Франция","mixed",2002,97,"not short","ЧЕЛОВЕК БЕЗ ПРОШЛОГО / MIES VAILLA MENNEISYYTTÄ",", 2002, 97 мин."
"БОССА НОВА","BOSSA NOVAE","http://www.kinohorosho.ru/node/520","Бруно Баретто","Бразилия-США","mixed",2000,90,"not short","БОССА НОВА / BOSSA NOVAE",", 2000, 90 мин."
"В ПРОШЛОМ ГОДУ В МАРИЕНБАДЕ","L'ANNEE DERNIERE A MARIENBAD","http://www.kinohorosho.ru/node/540","Ален Рене","Франция-Италия","mixed",1961,94,"not short","В ПРОШЛОМ ГОДУ В МАРИЕНБАДЕ / L'ANNEE DERNIERE A MARIENBAD ",", 1961, 94 мин."
"ВЕСЫ","BALANTA","http://www.kinohorosho.ru/node/634","Люсиан Пинтилие","Франция-Румыния","mixed",1992,105,"not short","ВЕСЫ / BALANTA",", 1992, 105 мин."
"ВОПРОС ГУМАННОСТИ","LA QUESTION HUMAINE","http://www.kinohorosho.ru/node/543","Николя Клотц","Франция","not mixed",2007,144,"not short","ВОПРОС ГУМАННОСТИ / LA QUESTION HUMAINE",", 2007, 144 мин."
"ВСЕ ЗА МНОЙ!","QUI M'AIME ME SUIVE","http://www.kinohorosho.ru/node/674","Бенуа Коэн (Benoit Cohen)","Франция","not mixed",2006,100,"not short","ВСЕ ЗА МНОЙ! / QUI M'AIME ME SUIVE",", 2006, 100 мин."
"ГУД БАЙ, ЛЕНИН!","GOOD BYE, LENIN!","http://www.kinohorosho.ru/node/511","Вольфганг Беккер","Германия","not mixed",2003,121,"not short","ГУД БАЙ, ЛЕНИН! / GOOD BYE, LENIN!",", 2003, 121 мин."
"ГУСАР НА КРЫШЕ","LE HUSSARD SUR LE TOIT","http://www.kinohorosho.ru/node/659","Жан-Поль Рапно","Франция","not mixed",1995,118,"not short","ГУСАР НА КРЫШЕ / LE HUSSARD SUR LE TOIT",", 1995, 118 мин."
"ДИВАН","DIVA","http://www.kinohorosho.ru/node/517","Хосе Альваренга","Бразилия","not mixed",2009,93,"not short","ДИВАН / DIVA",", 2009, 93 мин."
"ДОБРО ПОЖАЛОВАТЬ","WELCOME","http://www.kinohorosho.ru/node/653","Филипп Лиоре","Франция","not mixed",2009,110,"not short","ДОБРО ПОЖАЛОВАТЬ / WELCOME",", 2009, 110 мин."
"ДОБРОВОЛЬНО-ПРИНУДИТЕЛЬНО","DE OFRIVILLIGA","http://www.kinohorosho.ru/node/619","Рубен Остлунд","Швеция-Франция","mixed",2008,98,"not short","ДОБРОВОЛЬНО-ПРИНУДИТЕЛЬНО / DE OFRIVILLIGA",", 2008, 98 мин."
"ДОМ, ГДЕ РАСТЕТ ЛЮБОВЬ","HAARAUTUVAN RAKKAUDEN TALO","http://www.kinohorosho.ru/node/560","Мика Каурисмяки","Финляндия","not mixed",2009,102,"not short","ДОМ, ГДЕ РАСТЕТ ЛЮБОВЬ / HAARAUTUVAN RAKKAUDEN TALO",", 2009, 102 мин."
